Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,Description,AdoptionSpeed,Images,Breed
Dog,5.0,Female,Golden,Cream,Unknown,Medium,Yes,No,Yes,Yes,Healthy,0.0,"Blondie is one adorable pooch, a bit shy but playful. Her siblings are Tootsie, Goldie and Whiskey. All looking for good homes. They are cross breed and will be medium sized in adulthood. Vaccination and neutering are compulsory. No tying up or caging unless necessary for short period. Please call if interested.",3.0,e3a29829f-1.jpg,Labrador_Retriever
Dog,84.0,Female,Brown,White,Unknown,Small,Yes,Yes,Yes,Yes,Healthy,0.0,"Gender : Female. Estimated age : Approximately 7 years old. (as of ) Color : White and brown. Spayed : Yes. Vaccinated : Yes. Characteristic : A shy lady and very timid. Will require a family with lots of love and patience with the willingness to spend time and effort in gaining her trust. Adoption fee : Up to the generosity of adopter. Fee will be used for the vet bills of our other rescues. We are looking for people to open their hearts and homes, to adopt her and give her a forever home she can count on. Please help us to SHARE to help us to find her a loving and forever home. Much appreciated.",4.0,062b387cf-1.jpg,Mixed_Breed
Dog,48.0,Female,Brown,White,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"Gender : Female. Estimated age : Approximately 4 years old. (as of ) Color : Brown and white. Spayed : Yes. Vaccinated : Yes. Characteristic : Very friendly. Will require a family with lots of love and patience with the willingness to spend time with her. Adoption fee : Up to the generosity of adopter's. Fee will be used for the vet bills of our other rescues. We are looking for people to open their hearts and homes, to adopt her and give her a forever home she can count on. Please help us to SHARE to help us to find her a loving and forever home. Much appreciated.",4.0,a30e92cfd-1.jpg,Mixed_Breed
Dog,2.0,Male,Black,Brown,Unknown,Medium,Yes,No,No,No,Healthy,20.0,The puppy is currently taking shelter at SPCA Seberang Perai. Those interested to adopt him may contact us via email.,2.0,881580d4b-1.jpg,Mixed_Breed
Dog,24.0,Female,Brown,Cream,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"We raised her since she was a healthy little puppy, therefore she grew up to be a very healthy and loving young dog. She has already been spayed, dewormed and vaccinated so that's something not to worry about. Although she is very friendly, it might take her a while to get used to new people - but I guarantee once she gets to know you, she'll be the most loyal dog you can imagine. Everytime I'm on my way back home, she somehow hears the sound of the car from meters away and knows I'm back and readily waits at the gate - every single time. I would never let go of her but since I'm gonna have to leave Malaysia, I have no choice. Hence, if you are someone who will take good care of her, love her and give her some attention once in a while, she'll be yours.",4.0,53549acd2-2.jpg,Mixed_Breed
Dog,11.0,Female,Golden,Unknown,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,Libby is mixed cocker and retriever. Beautiful. .intelligent and obedient,2.0,8b9739cef-2.jpg,Mixed_Breed
Cat,3.0,Male,White,Unknown,Unknown,Medium,No,Unknown,Unknown,Unknown,Healthy,0.0,"Blue eyes, cute kitty available for immediate adoption to a loving forever home :)",1.0,6c48c9154-1.jpg,Domestic_Medium_Hair
Dog,3.0,Male,Black,Golden,White,Large,Yes,No,Yes,No,Healthy,0.0,"Samson is a happy-go-lucky puppy, active and playful but very good-natured and lovable. Adapts to new environment easily, smart and knows basic commands like sit and give paw. Loves human companion and gets along with other four-legged friends. Has a booming loud voice but he doesnt bark unnecessarily. Adopter must vaccinate and castrate him. Please give him a loving home.",2.0,a79983c71-5.jpg,Dalmatian
Dog,1.0,Female,Black,Brown,Unknown,Medium,Yes,Unknown,Unknown,No,Healthy,0.0,Lovely pup looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt pls contact Amy,3.0,fb507a1cb-3.jpg,Mixed_Breed
Cat,3.0,Female,Black,Gray,Unknown,Small,Yes,No,No,No,Healthy,0.0,"Hi, please call or sms me if u intrested. Tq.",2.0,26365df53-2.jpg,Domestic_Short_Hair
Cat,6.0,Male,Black,Cream,Gray,Medium,Yes,No,Yes,No,Healthy,0.0,location: IIUM/UIA Gombak (text/call/whatsapp),4.0,9f48a8fe6-7.jpg,Domestic_Short_Hair
Dog,11.0,Female,Black,Brown,White,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,Dog has been adopted to new family. Thank you.,1.0,0a8746c09-5.jpg,Bull_Terrier
Cat,5.0,Male,Black,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"Blacky is adopted and is in good hand with Carmen.Iam happy coz Panda also will stay with blacky and they still have each other. I used to call him sabrina when he was a baby because he is black. He was a good boy. Never complaint of anything, always behave and control his behaviour. There is a strange sad feelings come last night when he is about to be pick up to a new home..i suddenly cried....u know mummy love you blacky. He love my goodnight song and my good night kiss..he will put his head on my shoulder listening to every word i said.. Be good baby..always remember mummy let you go not because mummy dont love you, but because mummy love you so much and want only the best for you..",2.0,583d4b36c-1.jpg,Domestic_Short_Hair
Cat,3.0,Male,Black,White,Unknown,Medium,Yes,No,Yes,Yes,Healthy,0.0,Oscar is a male kitty with black colour and medium maturity size. Persy is a female kitty with white colour and small maturity size.,3.0,7b5012939-5.jpg,Siamese
Dog,2.0,Female,Black,Brown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"April is among 3 sisters looking for a home. They are chubby and adorable. Vaccination and neutering are compulsory, cost borne by adopter. Please call if you can give them a good home.",2.0,4dc936ac7-2.jpg,Mixed_Breed
Cat,48.0,Male,White,Unknown,Unknown,Small,Yes,Yes,Yes,Yes,Healthy,50.0,"Meet Vanilla!! I rescued this hairball from SPCA Selangor. The lady from SPCA told me vanilla is giving in by his owner, and vanilla is actually a mixed breed of American shorthair and DSH. (I HATE OWNER LIKE THIS!!). The actual reason was giving in is unknown. Anyways, Vanilla at first was having bad ear mites, hairfall(not coz of kurap o fungus, i check it with UPM vet),now he is better. the vet just told me he need vitamins for the coats. Others health issues are okey. weight that time is 3.3kg. Vanilla: 1) Toilet trained - so easy to train him, he never poo n pee everywhere, he always follow where i placed the litter box. 2) Eat IAMS 3) Good with female cats ONLY!! no MALE!! 4) Good with children 5) Barely meowing. 6) Like to be in his box and watch other cats playing. he LOVES to be in a box. 7) Like to be a watch cat 8) Love anything that have feathers. 9) Likes to sleep between your legs/ on your tummy and on top of your head. 10) HATE to be caged in The adoption fee will goes to other rescued cats/kittens. Note: if any of you interested to adopt a kitten, go to SPCA Selangor. they have lots and lots of kittens with different colors/patterns. You will be surprised if you see lots of mixed breed there. When i went there, they got mixed persian(DLH/DMH), mixed siamese/ mixed burmese.",3.0,2ca3bc8f5-12.jpg,Domestic_Short_Hair
Dog,14.0,Female,Black,Brown,Unknown,Medium,No,Unknown,Unknown,Yes,Healthy,200.0,"Sorry for my broken English, I rescuer this girl from the house I rent for a family. The family stop renting my house last two week. I went to do the clearing job notice that they left the dog at there. The dog haven't eat since that day the family left. So I bring her back to my house and feed her well. But me and my wife is cat lover, so we can't keep her, we wish to find her a good owner to take care her love her. Any more detail can call me . 这可爱的狗狗是从我租客哪里救回来的，他们住了有一年多，再上两个星期，他们停止了合约。然后隔了一星期，我去作打扫工作才发现他们没有带走狗狗，狗狗应该饿了一星期。我把狗狗带了回家，喂了它，狗狗很健康和活跃，肚子有手术的疤痕，应该做了结扎。我和我太太是猫lover, 所以我们没有能力养它，希望在这里能帮她找到一个爱她，疼她的好主人。",1.0,de813940a-2.jpg,Mixed_Breed
Dog,60.0,Female,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,Unknown,Healthy,0.0,Sheba is a very loving dog. She loves to be beside n she loves to be pampered. She is very protective too. She loves to sleep on soft things.,4.0,649930cc8-1.jpg,Dachshund
Dog,2.0,Male,White,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,20.0,The puppy is currently taking shelter at SPCA Seberang Perai. Those interested to adopt him may contact us via email.,1.0,e827bee5e-1.jpg,Mixed_Breed
Cat,2.0,Male,Black,Brown,White,Small,Yes,No,No,No,Minor Injury,0.0,"This poor boy (along with his three siblings) were abandoned at my neighbour's empty backyard. The other three are very shy, while this one is courageous enough to come to our door begging for food and cuddles. He is very street-smart...whenever he heard my voice, even when i was whispering, he would run out of his nesting place to meow at my door, wishing for food. And very manja. I personally would love to bring him home, only if i could take in more kittens. :( he made me feel that he might be smarter than my house cats. Any kind soul who is willing to take him (and his siblings) home, kindly email me at jiawei.",2.0,17ef602ce-3.jpg,Domestic_Short_Hair
Dog,36.0,Female,Brown,Unknown,Unknown,Small,No,Yes,Yes,Unknown,Healthy,0.0,"Cookie is a brown-furred mix breed - 1/2 Poodle and 1/4 Pekingese. She is a very happy dog, active and enthusiastic. Sadly, I have to let go of her with a heavy heart because I need to take care of my terminally-ill mother. I hope she finds a good family who loves her.",1.0,61f95d269-4.jpg,Mixed_Breed
Dog,1.0,Male,Black,White,Unknown,Small,Yes,Unknown,Unknown,Unknown,Healthy,0.0,"Anyone volunteer fostering Little Sammy boy?He needs vet checking immediately. His left front leg serious crockett ,right front leg also crockett but compare to the left is better abit. Both back leg not enought strenght. It hardly move,it just can move a short distance only. I think he needs vet checking and medical cares to heal him. If late abit more, i think his leg will crokett some more.....as when he grows up day by day, his weight also increase day by day. Then, his leg cant afford anymore,maybe will cause him cant walk anymore. I wish to but i really cant afford sammy boy's medical fees. And ,my father get angry yesterday asking me why bring a broken leg doggy back home....I had explain to him,that let me keep sammy boy for some days,i'm trying to rehome him. Maybe sammy will safe for few days but after that, i really dunno what will happen to him. Please foster/ adopt him. Thanks! God bless.",4.0,091a5da01-4.jpg,Mixed_Breed
Dog,72.0,Female,Cream,Unknown,Unknown,Small,Yes,No,No,No,Healthy,200.0,"Hope to find a good owner to coffee.., she is playful and in healthy situation so the fee is actually for her neutered fee before to give someone who adopt. Interested pls call.",3.0,4a5a05ef7-1.jpg,Poodle
Dog,2.0,Male,Black,Brown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"we saw him wandering along the street chasing cars that passed by. So brought him home. As we are moving out to condominium soon, we could not bring him along. Seeking a home for ah wong, he is used to the weather outside house and is very healthy. He can eat normal kibbles without soak in hot water first. Ah wong's food bowl and a packet of dog food will be given along upon his adoption.",1.0,2db012118-4.jpg,Mixed_Breed
Cat,3.0,Female,Black,Gray,White,Medium,Unknown,No,No,No,Healthy,100.0,"Silver tabby girl, very loving temperament. Interested please WhatsApp me.TQ",1.0,ffd506899-2.jpg,Domestic_Long_Hair
Dog,12.0,Male,Brown,Unknown,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,"Max is the most adorable corgi mix you would have ever seen. This handsome boy was abandoned and we rescued him and are now looking for a forever home for him. If you wish to adopt, call us now at.",1.0,edd2ebd5e-1.jpg,Corgi
Dog,12.0,Male,Brown,Unknown,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,"The pictures tells everything, he is fully recovered now is ready up for adoption, all he needs just a forever home, if you're able to take him in to be a part of family please do sms or directly contact with me, thanks!",4.0,1fba191e3-4.jpg,Mixed_Breed
Dog,4.0,Female,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,Lovely puppy looking for home sweet home. Commitment to spay is compulsory. If u are interested to adopt. Pls contact Amy,3.0,c7f20f68c-3.jpg,Mixed_Breed
Cat,12.0,Female,Brown,Yellow,Cream,Small,No,Yes,Yes,No,Healthy,0.0,Hai there! Siti is a good inhouse cats. Adorable friendly with all cats. Toilet train and lovely to the owner. If anyone interested to adopt Siti please call or whatsapp my number. Thank you.,1.0,c56dc5726-1.jpg,Tortoiseshell
Dog,24.0,Female,Black,Brown,White,Medium,Yes,Unknown,Unknown,Unknown,Healthy,0.0,Docile & homesick!,3.0,61b6e170c-1.jpg,Beagle
